CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT,Farmer_Age,Farm_Location,Farm_Size,Crop_Type,Annual_Income,Water_Bill,Fertilizer_Usage
CITRUS,DRY,SEMI HUMID,10-20,WINDY,5.5,28,Hail,13.1,Cucumber,184966,1461.0,247.9
CITRUS,DRY,SEMI HUMID,10-20,RAINY,0.2,49,Jazan,12.95,Barley,176274,7468.3,414.7
CITRUS,DRY,SEMI HUMID,20-30,NORMAL,5.3,45,Jazan,13.09,Tomato,182697,7857.26,275.2
CITRUS,DRY,SEMI HUMID,20-30,SUNNY,6.8,35,Tabuk,2.18,Wheat,165387,8392.4,335.1
CITRUS,DRY,SEMI HUMID,20-30,WINDY,6.3,32,Hail,8.23,Cucumber,47706,2870.55,310.3
CITRUS,DRY,SEMI HUMID,20-30,RAINY,0.3,36,Jazan,7.23,Wheat,116608,5649.46,457.2
CITRUS,DRY,SEMI HUMID,30-40,NORMAL,6.2,37,Al-Ahsa,11.44,Barley,113197,8738.95,213.7
CITRUS,DRY,SEMI HUMID,30-40,SUNNY,7.7,39,Qassim,7.49,Tomato,53736,3235.06,246.1
CITRUS,DRY,SEMI HUMID,30-40,WINDY,7.2,52,Al-Ahsa,8.36,Dates,54362,1043.99,256.5
CITRUS,DRY,SEMI HUMID,30-40,RAINY,0.5,55,Jazan,4.74,Wheat,190462,3847.02,85.9
CITRUS,DRY,SEMI HUMID,40-50,NORMAL,7.5,29,Qassim,11.45,Barley,133710,1780.13,74.7
CITRUS,DRY,SEMI HUMID,40-50,SUNNY,9.0,34,Hail,3.95,Tomato,113585,2740.19,449.3
CITRUS,DRY,SEMI HUMID,40-50,WINDY,8.5,58,Jazan,3.67,Barley,119500,4801.03,338.1
CITRUS,DRY,SEMI HUMID,40-50,RAINY,0.8,51,Jazan,3.74,Wheat,103096,2215.44,127.2
CITRUS,DRY,HUMID,10-20,NORMAL,3.6,25,Tabuk,6.51,Dates,194138,5946.14,214.7
CITRUS,DRY,HUMID,10-20,SUNNY,5.1,39,Riyadh,13.13,Tomato,129422,3134.69,262.5
CITRUS,DRY,HUMID,10-20,WINDY,4.6,59,Hail,4.86,Barley,95067,5246.31,376.6
CITRUS,DRY,HUMID,10-20,RAINY,0.1,62,Riyadh,10.79,Barley,162488,1335.85,412.0
CITRUS,DRY,HUMID,20-30,NORMAL,4.5,42,Jazan,5.46,Barley,64604,4327.19,412.0
CITRUS,DRY,HUMID,20-30,SUNNY,6.0,53,Al-Ahsa,6.62,Tomato,107690,7145.17,410.7
CITRUS,DRY,HUMID,20-30,WINDY,5.5,54,Al-Madinah,6.39,Tomato,81587,9518.06,418.5
CITRUS,DRY,HUMID,20-30,RAINY,0.2,63,Al-Ahsa,0.83,Cucumber,198233,3590.31,497.7
CITRUS,DRY,HUMID,30-40,NORMAL,5.6,55,Al-Ahsa,6.21,Wheat,46322,2929.14,109.0
CITRUS,DRY,HUMID,30-40,SUNNY,7.1,37,Jazan,12.0,Dates,163961,3247.48,424.5
CITRUS,DRY,HUMID,30-40,WINDY,6.6,48,Jazan,1.7,Dates,140118,2052.02,138.2
CITRUS,DRY,HUMID,30-40,RAINY,0.2,27,Al-Ahsa,8.74,Dates,91094,4144.91,265.3
CITRUS,DRY,HUMID,40-50,NORMAL,6.6,26,Al-Ahsa,1.46,Dates,85738,3096.82,451.6
CITRUS,DRY,HUMID,40-50,SUNNY,8.1,46,Hail,2.98,Cucumber,146050,3615.13,143.6
CITRUS,DRY,HUMID,40-50,WINDY,7.6,62,Tabuk,0.55,Dates,147820,1415.65,329.7
CITRUS,DRY,HUMID,40-50,RAINY,0.5,43,Al-Madinah,6.98,Barley,192507,1809.0,419.9
CITRUS,HUMID,DESERT,10-20,NORMAL,4.2,44,Jazan,2.94,Tomato,199207,2996.26,248.1
CITRUS,HUMID,DESERT,10-20,SUNNY,5.7,57,Hail,3.58,Barley,146920,7569.76,327.3
CITRUS,HUMID,DESERT,10-20,WINDY,5.2,52,Riyadh,7.97,Barley,73679,2169.82,267.0
CITRUS,HUMID,DESERT,10-20,RAINY,0.2,51,Tabuk,13.84,Barley,42786,4257.45,255.6
CITRUS,HUMID,DESERT,20-30,NORMAL,5.3,41,Tabuk,1.32,Wheat,45021,6671.63,279.9
CITRUS,HUMID,DESERT,20-30,SUNNY,6.8,62,Jazan,12.83,Tomato,74652,2377.02,343.6
CITRUS,HUMID,DESERT,20-30,WINDY,6.3,59,Jazan,14.55,Tomato,134163,8384.03,82.4
CITRUS,HUMID,DESERT,20-30,RAINY,0.3,26,Tabuk,13.55,Barley,150721,1288.81,250.4
CITRUS,HUMID,DESERT,30-40,NORMAL,6.2,36,Riyadh,10.52,Dates,133230,5628.91,123.4
CITRUS,HUMID,DESERT,30-40,SUNNY,7.7,59,Jazan,5.94,Barley,95083,9440.69,476.2
CITRUS,HUMID,DESERT,30-40,WINDY,7.2,36,Jazan,8.94,Wheat,151889,1889.48,162.3
CITRUS,HUMID,DESERT,30-40,RAINY,0.5,57,Tabuk,12.94,Cucumber,120816,6620.7,144.3
CITRUS,HUMID,DESERT,40-50,NORMAL,7.4,27,Qassim,9.96,Tomato,165413,6280.16,60.2
CITRUS,HUMID,DESERT,40-50,SUNNY,8.9,57,Riyadh,12.97,Barley,148719,6679.36,290.0
CITRUS,HUMID,DESERT,40-50,WINDY,8.4,37,Tabuk,8.8,Dates,96777,1212.62,220.6
CITRUS,HUMID,DESERT,40-50,RAINY,0.8,41,Al-Madinah,5.85,Barley,63628,3974.82,99.0
CITRUS,HUMID,SEMI ARID,10-20,NORMAL,3.7,31,Jazan,8.17,Dates,176758,5228.3,359.6
CITRUS,HUMID,SEMI ARID,10-20,SUNNY,5.2,39,Riyadh,14.03,Wheat,187371,7767.87,192.4
CITRUS,HUMID,SEMI ARID,10-20,WINDY,4.7,39,Jazan,3.56,Tomato,98605,4790.52,328.6
CITRUS,HUMID,SEMI ARID,10-20,RAINY,0.1,64,Al-Madinah,6.86,Tomato,191039,3786.1,256.3
CITRUS,HUMID,SEMI ARID,20-30,NORMAL,4.6,61,Qassim,12.58,Tomato,123240,2452.16,133.8
CITRUS,HUMID,SEMI ARID,20-30,SUNNY,6.1,50,Al-Ahsa,5.71,Tomato,121809,9208.02,396.4
CITRUS,HUMID,SEMI ARID,20-30,WINDY,5.6,63,Tabuk,2.52,Tomato,180706,7211.94,159.4
CITRUS,HUMID,SEMI ARID,20-30,RAINY,0.2,50,Hail,10.89,Dates,109386,8289.3,55.3
CITRUS,HUMID,SEMI ARID,30-40,NORMAL,5.5,32,Qassim,4.3,Tomato,68682,2534.55,123.0
CITRUS,HUMID,SEMI ARID,30-40,SUNNY,7.0,42,Al-Ahsa,12.44,Dates,64729,965.61,166.8
CITRUS,HUMID,SEMI ARID,30-40,WINDY,6.5,50,Qassim,6.22,Tomato,67785,6775.54,202.3
CITRUS,HUMID,SEMI ARID,30-40,RAINY,0.3,60,Al-Madinah,8.94,Wheat,131015,866.84,217.3
CITRUS,HUMID,SEMI ARID,40-50,NORMAL,6.6,41,Qassim,4.4,Dates,110151,8492.2,149.3
CITRUS,HUMID,SEMI ARID,40-50,SUNNY,8.1,40,Tabuk,4.72,Tomato,195777,1245.77,115.4
CITRUS,HUMID,SEMI ARID,40-50,WINDY,7.6,59,Al-Madinah,10.49,Dates,197010,8154.58,313.7
CITRUS,HUMID,SEMI ARID,40-50,RAINY,0.5,50,Jazan,8.7,Wheat,168101,7679.0,315.2
CITRUS,HUMID,SEMI HUMID,10-20,NORMAL,3.1,31,Tabuk,4.65,Tomato,190797,8314.01,391.1
CITRUS,HUMID,SEMI HUMID,10-20,SUNNY,4.6,41,Riyadh,7.86,Tomato,109649,5832.89,268.7
CITRUS,HUMID,SEMI HUMID,10-20,WINDY,4.1,27,Hail,7.43,Barley,69515,3167.21,455.5
CITRUS,HUMID,SEMI HUMID,10-20,RAINY,0.1,50,Hail,9.17,Dates,189805,3175.83,204.0
CITRUS,HUMID,SEMI HUMID,20-30,NORMAL,4.2,43,Hail,14.79,Cucumber,128680,9002.12,251.1
CITRUS,HUMID,SEMI HUMID,20-30,SUNNY,5.7,57,Tabuk,11.83,Barley,78957,2530.92,472.9
CITRUS,HUMID,SEMI HUMID,20-30,WINDY,5.2,34,Hail,13.7,Tomato,173649,6104.4,460.2
CITRUS,HUMID,SEMI HUMID,20-30,RAINY,0.2,50,Jazan,13.06,Cucumber,150444,3735.84,402.1
CITRUS,HUMID,SEMI HUMID,30-40,NORMAL,5.1,49,Tabuk,8.36,Cucumber,135919,3418.22,192.1
CITRUS,HUMID,SEMI HUMID,30-40,SUNNY,6.6,54,Tabuk,14.28,Barley,182209,9930.52,276.4
CITRUS,HUMID,SEMI HUMID,30-40,WINDY,6.1,56,Qassim,5.66,Dates,117940,2210.35,443.6
CITRUS,HUMID,SEMI HUMID,30-40,RAINY,0.3,30,Al-Madinah,3.11,Cucumber,185364,7002.18,108.6
CITRUS,HUMID,SEMI HUMID,40-50,NORMAL,6.0,60,Tabuk,3.55,Wheat,40085,9934.96,405.7
CITRUS,HUMID,SEMI HUMID,40-50,SUNNY,7.5,27,Hail,13.38,Barley,78752,5125.03,53.2
CITRUS,HUMID,SEMI HUMID,40-50,WINDY,7.0,31,Al-Madinah,6.84,Dates,198497,9366.5,288.9
CITRUS,HUMID,SEMI HUMID,40-50,RAINY,0.5,48,Al-Madinah,12.24,Dates,137657,4421.0,149.2
CITRUS,HUMID,HUMID,10-20,NORMAL,2.3,48,Al-Madinah,4.17,Tomato,157223,6178.19,232.8
CITRUS,HUMID,HUMID,10-20,SUNNY,3.8,36,Jazan,9.06,Wheat,83092,8296.33,71.4
CITRUS,HUMID,HUMID,10-20,WINDY,3.3,60,Qassim,11.93,Barley,106122,8205.45,179.5
CITRUS,HUMID,HUMID,10-20,RAINY,0.1,44,Riyadh,8.82,Cucumber,76110,9152.48,366.9
CITRUS,HUMID,HUMID,20-30,NORMAL,3.33,39,Tabuk,12.07,Tomato,172603,3188.45,271.6
CITRUS,HUMID,HUMID,20-30,SUNNY,4.8,61,Jazan,13.61,Wheat,41139,9324.7,428.4
CITRUS,HUMID,HUMID,20-30,WINDY,4.3,35,Qassim,6.0,Tomato,199457,7025.67,268.9
CITRUS,HUMID,HUMID,20-30,RAINY,0.1,64,Al-Ahsa,4.45,Dates,50781,9437.02,109.9
CITRUS,HUMID,HUMID,30-40,NORMAL,4.33,54,Hail,4.55,Wheat,129453,5381.55,239.9
CITRUS,HUMID,HUMID,30-40,SUNNY,5.8,61,Riyadh,2.54,Tomato,194664,4878.18,453.3
CITRUS,HUMID,HUMID,30-40,WINDY,5.3,35,Al-Ahsa,14.26,Dates,157051,3324.88,233.3
CITRUS,HUMID,HUMID,30-40,RAINY,0.2,57,Al-Madinah,6.88,Tomato,172658,6379.45,212.4
CITRUS,HUMID,HUMID,40-50,NORMAL,5.33,37,Riyadh,7.17,Barley,135747,865.6,472.6
CITRUS,HUMID,HUMID,40-50,SUNNY,6.8,59,Hail,4.07,Barley,135063,7573.57,265.7
CITRUS,HUMID,HUMID,40-50,WINDY,6.3,39,Jazan,3.15,Dates,84165,2222.17,269.0
CITRUS,HUMID,HUMID,40-50,RAINY,0.3,63,Tabuk,6.15,Barley,187971,3668.21,339.4
CITRUS,WET,DESERT,10-20,NORMAL,3.33,56,Riyadh,7.89,Dates,110849,3794.05,219.2
CITRUS,WET,DESERT,10-20,SUNNY,4.8,31,Riyadh,3.75,Wheat,141449,7131.82,318.3
CITRUS,WET,DESERT,10-20,WINDY,4.3,55,Jazan,8.11,Barley,133036,3463.24,388.8
CITRUS,WET,DESERT,10-20,RAINY,0.1,64,Al-Ahsa,8.27,Barley,158536,6075.49,394.3
CITRUS,WET,DESERT,20-30,NORMAL,4.33,41,Jazan,2.65,Barley,114673,8842.6,269.5
CITRUS,WET,DESERT,20-30,SUNNY,5.8,61,Tabuk,3.36,Wheat,79303,5303.68,110.6
CITRUS,WET,DESERT,20-30,WINDY,5.3,45,Qassim,14.44,Barley,194037,8906.4,152.6
CITRUS,WET,DESERT,20-30,RAINY,0.2,40,Riyadh,0.84,Barley,145494,1418.47,127.6
CITRUS,WET,DESERT,30-40,NORMAL,5.33,53,Al-Madinah,10.17,Tomato,128425,9232.83,440.9
CITRUS,WET,DESERT,30-40,SUNNY,6.8,58,Tabuk,11.34,Tomato,73034,5071.27,355.5
CITRUS,WET,DESERT,30-40,WINDY,6.3,62,Qassim,14.94,Barley,155100,6398.46,153.6
CITRUS,WET,DESERT,30-40,RAINY,0.3,58,Hail,10.74,Wheat,156967,5457.44,159.9
CITRUS,WET,DESERT,40-50,NORMAL,6.33,52,Jazan,7.9,Dates,92974,8286.24,498.8
CITRUS,WET,DESERT,40-50,SUNNY,7.8,39,Al-Madinah,3.02,Barley,136859,9359.74,190.0
CITRUS,WET,DESERT,40-50,WINDY,7.3,34,Jazan,7.91,Barley,55977,6607.91,358.8
CITRUS,WET,DESERT,40-50,RAINY,0.5,34,Hail,14.79,Cucumber,157983,9133.86,187.4
CITRUS,WET,SEMI ARID,10-20,NORMAL,2.83,41,Tabuk,5.4,Dates,168732,7367.7,439.7
CITRUS,WET,SEMI ARID,10-20,SUNNY,4.33,54,Jazan,12.5,Wheat,107454,2368.42,272.7
CITRUS,WET,SEMI ARID,10-20,WINDY,3.83,47,Al-Ahsa,9.6,Wheat,78074,1028.1,404.4
CITRUS,WET,SEMI ARID,10-20,RAINY,0.1,39,Jazan,14.05,Dates,67781,6210.15,248.5
CITRUS,WET,SEMI ARID,20-30,NORMAL,3.83,27,Jazan,2.57,Cucumber,180841,8640.06,425.2
CITRUS,WET,SEMI ARID,20-30,SUNNY,5.33,37,Al-Ahsa,9.34,Wheat,125886,8728.28,477.7
CITRUS,WET,SEMI ARID,20-30,WINDY,4.83,26,Al-Madinah,12.66,Barley,168583,4837.49,363.7
CITRUS,WET,SEMI ARID,20-30,RAINY,0.1,56,Qassim,8.24,Barley,151662,8918.59,237.2
CITRUS,WET,SEMI ARID,30-40,NORMAL,4.83,30,Tabuk,9.66,Dates,120369,8187.61,236.1
CITRUS,WET,SEMI ARID,30-40,SUNNY,6.33,58,Qassim,5.75,Wheat,113830,6313.61,450.2
CITRUS,WET,SEMI ARID,30-40,WINDY,5.83,53,Jazan,8.46,Tomato,49081,8856.85,480.0
CITRUS,WET,SEMI ARID,30-40,RAINY,0.2,64,Riyadh,10.36,Tomato,179411,5826.51,112.3
CITRUS,WET,SEMI ARID,40-50,NORMAL,5.83,55,Al-Ahsa,5.86,Wheat,175802,2760.69,54.5
CITRUS,WET,SEMI ARID,40-50,SUNNY,7.33,62,Al-Madinah,14.52,Cucumber,163293,1344.24,100.4
CITRUS,WET,SEMI ARID,40-50,WINDY,6.83,61,Jazan,4.81,Cucumber,89244,5792.01,67.1
CITRUS,WET,SEMI ARID,40-50,RAINY,0.3,33,Al-Madinah,8.8,Dates,64713,6441.95,55.6
CITRUS,WET,SEMI HUMID,10-20,NORMAL,2.16,40,Hail,9.43,Dates,80564,5817.85,236.4
CITRUS,WET,SEMI HUMID,10-20,SUNNY,3.66,63,Jazan,1.37,Wheat,60139,3100.09,415.7
CITRUS,WET,SEMI HUMID,10-20,WINDY,3.16,50,Al-Madinah,2.21,Dates,187029,4751.42,338.8
CITRUS,WET,SEMI HUMID,10-20,RAINY,0.1,27,Al-Madinah,3.21,Tomato,156478,5195.35,330.4
CITRUS,WET,SEMI HUMID,20-30,NORMAL,3.16,42,Jazan,13.07,Wheat,53899,8065.9,169.4
CITRUS,WET,SEMI HUMID,20-30,SUNNY,4.66,28,Jazan,13.03,Wheat,111608,2021.86,297.8
CITRUS,WET,SEMI HUMID,20-30,WINDY,4.16,38,Al-Ahsa,2.86,Barley,116678,4943.93,90.6
CITRUS,WET,SEMI HUMID,20-30,RAINY,0.1,25,Riyadh,4.85,Wheat,65433,7333.68,81.3
CITRUS,WET,SEMI HUMID,30-40,NORMAL,4.16,58,Al-Ahsa,13.16,Barley,194766,7752.79,484.7
CITRUS,WET,SEMI HUMID,30-40,SUNNY,5.66,63,Riyadh,10.18,Dates,44085,6003.51,444.9
CITRUS,WET,SEMI HUMID,30-40,WINDY,5.16,58,Al-Ahsa,11.53,Cucumber,172531,2341.12,446.8
CITRUS,WET,SEMI HUMID,30-40,RAINY,0.2,37,Al-Madinah,1.24,Wheat,143975,2769.49,393.4
CITRUS,WET,SEMI HUMID,40-50,NORMAL,5.16,53,Al-Ahsa,6.06,Tomato,152443,1353.09,195.8
CITRUS,WET,SEMI HUMID,40-50,SUNNY,6.66,45,Riyadh,4.23,Dates,104582,5138.13,91.3
CITRUS,WET,SEMI HUMID,40-50,WINDY,6.16,61,Riyadh,11.11,Dates,44020,6070.81,290.0
CITRUS,WET,SEMI HUMID,40-50,RAINY,0.3,36,Al-Ahsa,8.59,Cucumber,71670,4218.62,124.3
CITRUS,WET,HUMID,10-20,NORMAL,1.33,34,Al-Madinah,5.41,Dates,73342,9415.93,443.8
CITRUS,WET,HUMID,10-20,SUNNY,2.83,37,Tabuk,7.18,Barley,104480,8867.62,486.8
CITRUS,WET,HUMID,10-20,WINDY,2.33,29,Qassim,11.5,Wheat,50579,5375.07,132.3
CITRUS,WET,HUMID,10-20,RAINY,0.1,52,Jazan,5.38,Wheat,158807,7017.06,54.5
CITRUS,WET,HUMID,20-30,NORMAL,2.33,45,Riyadh,6.58,Wheat,118027,9055.61,101.7
CITRUS,WET,HUMID,20-30,SUNNY,3.83,33,Hail,3.89,Dates,145216,9389.17,128.2
CITRUS,WET,HUMID,20-30,WINDY,3.33,44,Al-Madinah,1.13,Cucumber,95477,1391.22,246.8
CITRUS,WET,HUMID,20-30,RAINY,0.1,48,Al-Ahsa,11.67,Barley,106701,9181.12,288.9
CITRUS,WET,HUMID,30-40,NORMAL,3.33,28,Al-Ahsa,1.11,Tomato,128484,3430.87,59.0
CITRUS,WET,HUMID,30-40,SUNNY,4.83,50,Riyadh,4.65,Barley,184389,6331.42,389.0
CITRUS,WET,HUMID,30-40,WINDY,4.33,32,Al-Ahsa,9.29,Tomato,84413,6099.57,463.8
CITRUS,WET,HUMID,30-40,RAINY,0.1,55,Riyadh,3.16,Tomato,195759,7080.73,258.3
CITRUS,WET,HUMID,40-50,NORMAL,4.33,61,Al-Ahsa,4.69,Barley,183696,3409.11,468.4
CITRUS,WET,HUMID,40-50,SUNNY,5.83,64,Riyadh,2.63,Tomato,151384,3259.56,368.1
CITRUS,WET,HUMID,40-50,WINDY,5.33,41,Riyadh,10.8,Wheat,118313,2184.27,430.6
CITRUS,WET,HUMID,40-50,RAINY,0.2,46,Hail,6.34,Cucumber,146729,1994.51,56.9
BEAN,DRY,DESERT,10-20,NORMAL,6.97,55,Al-Ahsa,6.47,Barley,136975,9211.1,250.7
BEAN,DRY,DESERT,10-20,SUNNY,8.47,28,Tabuk,7.93,Cucumber,52867,7329.02,390.4
BEAN,DRY,DESERT,10-20,WINDY,7.8,27,Al-Madinah,4.69,Wheat,140132,7197.61,283.3
BEAN,DRY,DESERT,10-20,RAINY,0.2,50,Tabuk,4.64,Barley,108212,4995.54,92.7
BEAN,DRY,DESERT,20-30,NORMAL,7.9,46,Hail,11.8,Barley,67757,7356.27,304.8
BEAN,DRY,DESERT,20-30,SUNNY,9.4,55,Al-Ahsa,12.0,Cucumber,40636,7194.26,77.5
BEAN,DRY,DESERT,20-30,WINDY,8.9,45,Qassim,11.56,Wheat,41060,7839.28,305.6
BEAN,DRY,DESERT,20-30,RAINY,0.8,60,Al-Ahsa,1.04,Tomato,148418,6205.09,474.8
BEAN,DRY,DESERT,30-40,NORMAL,8.8,60,Tabuk,13.34,Tomato,171236,8596.5,183.2
BEAN,DRY,DESERT,30-40,SUNNY,10.3,54,Riyadh,14.65,Barley,193967,4575.32,310.5
BEAN,DRY,DESERT,30-40,WINDY,9.8,35,Riyadh,13.8,Barley,55668,6406.73,458.4
BEAN,DRY,DESERT,30-40,RAINY,0.8,38,Al-Ahsa,1.16,Cucumber,70642,7006.51,343.0
BEAN,DRY,DESERT,40-50,NORMAL,9.95,33,Tabuk,8.47,Cucumber,176532,1822.78,350.9
BEAN,DRY,DESERT,40-50,SUNNY,11.45,49,Qassim,2.46,Cucumber,97119,7448.62,298.8
BEAN,DRY,DESERT,40-50,WINDY,10.95,35,Al-Ahsa,3.83,Wheat,106563,8876.32,229.6
BEAN,DRY,DESERT,40-50,RAINY,1.95,43,Qassim,14.95,Barley,89240,8967.43,148.4
BEAN,DRY,SEMI ARID,10-20,NORMAL,7.98,26,Jazan,4.51,Cucumber,106503,1881.0,322.6
BEAN,DRY,SEMI ARID,10-20,SUNNY,9.48,64,Al-Ahsa,1.1,Cucumber,107413,5776.43,212.1
BEAN,DRY,SEMI ARID,10-20,WINDY,8.9,27,Jazan,6.91,Dates,177402,6573.26,372.0
BEAN,DRY,SEMI ARID,10-20,RAINY,0.8,34,Al-Ahsa,11.9,Cucumber,161614,2905.43,398.3
BEAN,DRY,SEMI ARID,20-30,NORMAL,8.6,45,Jazan,9.88,Cucumber,88339,2246.88,322.2
BEAN,DRY,SEMI ARID,20-30,SUNNY,10.1,59,Tabuk,13.03,Wheat,103598,6032.07,303.2
BEAN,DRY,SEMI ARID,20-30,WINDY,9.6,30,Jazan,4.43,Dates,71776,7959.19,456.6
BEAN,DRY,SEMI ARID,20-30,RAINY,0.6,31,Hail,8.33,Cucumber,46500,5973.97,114.8
BEAN,DRY,SEMI ARID,30-40,NORMAL,9.8,39,Qassim,11.7,Dates,128453,8560.14,274.8
BEAN,DRY,SEMI ARID,30-40,SUNNY,11.3,43,Al-Madinah,10.65,Barley,193297,5622.98,289.2
BEAN,DRY,SEMI ARID,30-40,WINDY,10.8,34,Tabuk,12.52,Cucumber,81935,5204.53,80.3
BEAN,DRY,SEMI ARID,30-40,RAINY,1.8,59,Riyadh,10.95,Cucumber,72261,2512.59,265.4
BEAN,DRY,SEMI ARID,40-50,NORMAL,10.95,27,Tabuk,2.79,Cucumber,137174,7608.32,399.7
BEAN,DRY,SEMI ARID,40-50,SUNNY,12.45,44,Hail,6.91,Wheat,129957,7186.5,100.6
BEAN,DRY,SEMI ARID,40-50,WINDY,11.8,61,Hail,14.38,Wheat,165993,2786.77,84.8
BEAN,DRY,SEMI ARID,40-50,RAINY,2.8,26,Qassim,1.83,Tomato,148203,9324.76,488.3
BEAN,DRY,SEMI HUMID,10-20,NORMAL,5.53,58,Tabuk,3.18,Wheat,148816,1598.23,258.7
BEAN,DRY,SEMI HUMID,10-20,SUNNY,7.03,46,Jazan,7.72,Cucumber,190233,7133.21,79.5
BEAN,DRY,SEMI HUMID,10-20,WINDY,6.5,27,Riyadh,1.55,Cucumber,61650,7389.66,391.6
BEAN,DRY,SEMI HUMID,10-20,RAINY,0.1,41,Al-Madinah,1.85,Wheat,120001,8139.7,346.4
BEAN,DRY,SEMI HUMID,20-30,NORMAL,6.5,32,Al-Ahsa,10.67,Cucumber,148524,2937.75,160.4
BEAN,DRY,SEMI HUMID,20-30,SUNNY,8.0,47,Qassim,9.47,Tomato,133011,9917.27,108.8
BEAN,DRY,SEMI HUMID,20-30,WINDY,7.5,43,Qassim,14.84,Cucumber,42143,2032.14,261.8
BEAN,DRY,SEMI HUMID,20-30,RAINY,0.5,54,Al-Ahsa,11.16,Barley,154877,9752.32,397.6
BEAN,DRY,SEMI HUMID,30-40,NORMAL,7.6,52,Al-Madinah,5.94,Cucumber,56661,2437.27,250.7
BEAN,DRY,SEMI HUMID,30-40,SUNNY,9.0,44,Hail,2.18,Wheat,134299,6237.43,78.7
BEAN,DRY,SEMI HUMID,30-40,WINDY,8.6,50,Jazan,14.51,Cucumber,126803,9442.17,169.1
BEAN,DRY,SEMI HUMID,30-40,RAINY,0.8,30,Hail,5.0,Barley,123421,2579.89,133.2
BEAN,DRY,SEMI HUMID,40-50,NORMAL,8.55,25,Riyadh,11.38,Wheat,65046,7162.13,241.2
BEAN,DRY,SEMI HUMID,40-50,SUNNY,10.05,47,Qassim,3.83,Dates,44512,3498.2,411.8
BEAN,DRY,SEMI HUMID,40-50,WINDY,9.5,62,Tabuk,9.61,Dates,62390,9748.27,230.4
BEAN,DRY,SEMI HUMID,40-50,RAINY,0.55,45,Al-Ahsa,1.49,Barley,139623,3451.29,148.9
BEAN,DRY,HUMID,10-20,NORMAL,4.51,40,Qassim,10.02,Wheat,165320,1021.65,372.4
BEAN,DRY,HUMID,10-20,SUNNY,6.01,28,Hail,13.05,Tomato,158337,2389.84,466.3
BEAN,DRY,HUMID,10-20,WINDY,5.51,34,Tabuk,7.55,Dates,75079,9708.4,297.8
BEAN,DRY,HUMID,10-20,RAINY,0.1,49,Riyadh,7.07,Cucumber,116159,2645.01,428.5
BEAN,DRY,HUMID,20-30,NORMAL,5.5,60,Riyadh,12.07,Wheat,104839,7558.65,165.9
BEAN,DRY,HUMID,20-30,SUNNY,7.0,31,Al-Madinah,5.76,Dates,179924,4769.97,67.2
BEAN,DRY,HUMID,20-30,WINDY,6.5,31,Tabuk,6.45,Wheat,159707,5238.12,428.4
BEAN,DRY,HUMID,20-30,RAINY,0.2,37,Al-Madinah,8.78,Dates,155902,3203.54,345.6
BEAN,DRY,HUMID,30-40,NORMAL,6.5,29,Tabuk,11.81,Barley,178140,1744.34,70.3
BEAN,DRY,HUMID,30-40,SUNNY,8.0,58,Riyadh,13.51,Tomato,71673,3336.6,70.8
BEAN,DRY,HUMID,30-40,WINDY,7.5,33,Jazan,1.83,Wheat,101444,5858.74,422.9
BEAN,DRY,HUMID,30-40,RAINY,0.2,27,Hail,12.49,Dates,188642,8958.71,337.0
BEAN,DRY,HUMID,40-50,NORMAL,7.8,25,Al-Madinah,14.57,Dates,167536,6450.51,126.8
BEAN,DRY,HUMID,40-50,SUNNY,9.3,61,Al-Ahsa,8.6,Cucumber,116763,4813.94,86.4
BEAN,DRY,HUMID,40-50,WINDY,8.8,48,Riyadh,13.78,Cucumber,60817,3543.83,177.9
BEAN,DRY,HUMID,40-50,RAINY,0.8,59,Riyadh,12.07,Barley,194186,9621.51,106.2
BEAN,HUMID,DESERT,10-20,NORMAL,5.33,43,Tabuk,2.35,Wheat,160392,8224.38,111.2
BEAN,HUMID,DESERT,10-20,SUNNY,6.83,50,Al-Ahsa,1.77,Cucumber,48100,8287.48,257.4
BEAN,HUMID,DESERT,10-20,WINDY,6.33,39,Tabuk,7.35,Tomato,46981,4454.72,461.8
BEAN,HUMID,DESERT,10-20,RAINY,0.5,48,Al-Madinah,3.6,Wheat,196940,3920.62,99.5
BEAN,HUMID,DESERT,20-30,NORMAL,6.2,60,Qassim,14.27,Dates,152882,5949.33,274.6
BEAN,HUMID,DESERT,20-30,SUNNY,7.7,58,Riyadh,2.73,Tomato,177783,6210.42,383.2
BEAN,HUMID,DESERT,20-30,WINDY,7.2,54,Hail,1.29,Barley,86992,6050.25,348.6
BEAN,HUMID,DESERT,20-30,RAINY,0.8,60,Tabuk,10.22,Tomato,138799,2856.74,277.6
BEAN,HUMID,DESERT,30-40,NORMAL,7.4,58,Al-Ahsa,6.74,Tomato,164017,8386.16,332.8
BEAN,HUMID,DESERT,30-40,SUNNY,8.9,56,Tabuk,1.95,Barley,196051,8542.27,65.5
BEAN,HUMID,DESERT,30-40,WINDY,8.4,28,Hail,3.61,Cucumber,106250,6047.21,126.2
BEAN,HUMID,DESERT,30-40,RAINY,0.8,51,Riyadh,5.43,Cucumber,46594,4292.06,463.9
BEAN,HUMID,DESERT,40-50,NORMAL,8.34,32,Hail,9.69,Wheat,197150,4293.35,112.5
BEAN,HUMID,DESERT,40-50,SUNNY,9.85,30,Qassim,12.21,Tomato,175211,6066.31,285.1
